Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
0.000,59.500,es-us,0.82620,,,"No es cierto, Sí listo, genial, entonces contexto, pues la sesión pasada tenemos este Script que está en github, eh Espero que alguno haya podido tener la oportunidad de revisarlo. Igual creo que les puede servir de plantilla para algunas algún scrappy, que quieran hacer y nosotros utilizamos ese ese Script para sacar información de la página llamado Cars básicamente sacar la información más básica era como de pronto el color kilometraje, eh? Si era nuevo si era Eh ya usado, eh? La referencia que tenía la marca cosas así Y pues lo hacemos de una forma muy rápida muy eficiente y muy rápido, Eh Pues para el ejercicio de hoy la sesión anterior solamente sacamos 2000 registros."
59.000,118.500,es-us,,,,"Para la iglesia hoy, pues la idea era sacar más información y al parecer ellos de momento, parece que solo tienen como disponible 10,000 10,000 carros, quizás utilizando más filtros aquí a la izquierda, uno pueda empujar más para que le entregue más información por el momento, pues sacamos para la información que nos entrega por paginación, vamos por cada página tra. Tra. Tra. Tra. Tra. Tra. Tra. Y en total se pudieron sacar 10.000 10.000 registros, eh? Que aparecen aquí en la base de datos mongodb, que es una base de datos, no relacional para guardar json, básicamente, eh? Aquí pueden ver a mano Eh derecha, arriba que aparece el 19.000, pero la razón es que yo suelo hacer dos barridos, el uso a veces tres, porque a veces se pierde información entre la paginación o a veces me tira más datos, Porque el servidor, puede que funcione de forma diferente y y no me entrega los mismos algunos Sí están repetidos, pero con la esperanza de que no todos están repetidos."
118.900,178.800,es-us,0.85223,,,"Entonces, pues se hace ese tipo de de ejercicios, digamos entonces acá, pues tenemos bastantes Campos con los que podemos trabajar a partir de esta de este Jason se extrae la información en un cisv con el mismo, eh? Script que vimos de de scrappy, lo voy a abrir solo para que entremos en contexto, hay una función que se dedica a leer la base de datos y extraer la información que a uno le interesa aquí, por ejemplo, ustedes pueden hacer otro tipo de cómo ajustes, eh? Les Les comento como uno que yo hice para el de bienes raíces, el de bienes raíces por lo general la geolocalización era errónea la geolocalización que tiraba la página web. Entonces en el momento de hacer la lectura había un paso intermedio que era como un pre-proceso que cogía un"
179.000,238.200,es-us,0.79291,,,"Servicio de Google Y a partir de la dirección me tiraba la geolocalización y así yo podía saber exactamente Cuál era la ubicación del inmueble, entonces acá también pueden hacer como cosas intermedias para preparar los datos, eh? Pero es una parte de la colección de datos aquí simplemente lo estamos guardando en un archivo de salida llamado Cars y pues eso es lo que tienen estos que este está ubicado, eh? Lo compartí y en el chat si alguno está interesado en otra vez pues ahí está para que puedan utilizarlo listo hasta ahí vamos bien Sí todos ahí sintonizados con el con el proyecto con lo que se hizo Sí igual Recuerden que silencio es un Sí para mí entonces Eh sí asumo que sí, eh? Entonces una vez que ya tenemos los datos el siguiente paso es bueno exploremos un poco los datos como como"
238.900,298.900,es-us,0.79504,,,"Es lo que nos puede entregar que nos puede aportar y había una librería que también habíamos explorado que se llama profiling que hace esta tarea de una forma muy automática que me pinta los histogramas me mira Cuántos he repetido No mira Cuánta información hay perdida, pues esta es muy útil en mi opinión para hacer este tipo de cosas. Entonces Eh pues lo que lo que yo hice hace unos instantes solo Para probarlo, es que ahora Estamos leyendo Pues el archivo el mismo archivo Solo que lo lo moví el proyecto porque Este es otro proyecto que se dedica a hacer el ML El otro, es más bien es clave entonces proyectos separados y aquí, eh? Lo que se hace es, eh? Se utiliza el Jetta Por fin lo voy a ejecutar solamente para que vean lo sencillo, que es se lee el documento a que se hace un print completamente innecesario. Yo lo hago, pues porque para tener como una visión de los datos, pero no es necesario aquí en la sesión anterior, habíamos visto que el color lo tomaba como un texto."
299.000,358.500,es-us,,,,"Eso y no como una categoría, entonces aquí se hace una transformación chiquita para convertirlo y forzarlo un poco a que sea una categoría y se se aplica el profiling, se aplica profiling in en inicializando la librería el objeto mandarlo del Data frame. El tirón Hay un montón de argumentos adicionales que se pueden poner, pero ya cuando Explore la librería pueden personalizarlo y demás e incluso colores y todo y acá la forma en la que yo creo que se exporte que es como un html, pero también se puede exportar de diferentes maneras entonces aparece aquí ya aparece aquí en la parte inferior vamos a abrirlo y posiblemente aquí me voy a encontrar también duplicados me va a decir cosas como esas, pero ya lo descubriremos que todo esto digamos que también lo estoy haciendo un poco desde cero para que enfrentemos como el problema como si fuera un problema."
359.000,418.700,es-us,0.79721,,,"Completamente real y ver los desafíos que tiene entonces listo, el reporte acá, por ejemplo, me dice número de observaciones que son Ah De hecho curiosamente me está tirando Ah creo que estoy leyendo el documento que no Dame un momento usted debería tener Cuántos registros, tiene Ah Sí en un momento lo volvemos a exportar porque Quizás esté exportando un número inferior hacemos aquí la exportación. El uso Me gustaría ver este cuánto quedó porque ese código y arrojar más datos me doy cuenta Ok eso esas cosas empiezan a ser interesantes."
418.900,478.000,es-us,0.73043,,,"Porque al parecer no hay un ki llamado, parece que no hay un kit que tenga ese nombre estos son los tipos de retos que uno empieza a ver no lo habíamos visto, quizá dentro de las columnas. Yo creo que m no alcanzo a leer bien, pero creo que no es por el canónica. Creo que solamente serían las las eléctricas este de acá cierto, Sí sí, m m s r p, eso podría ser porque quizás alguno de los registros que se sacó preciso no tiene ese dato Entonces vamos a hacer algo un poco Bueno aquí, se empieza a poner un poco más cansón porque será como más elaborado, pero ese tipo de cosas que uno hace enfrente, aquí digamos. Hagamos un info un poco improvisado, porque esto pensé que salía más rápido, pero no Aquí hacemos un"
479.000,538.600,es-us,0.49466,,,"Confort por cada uno de estos que colocamos un Pride ningún WhatsApp bueno no, no lo voy a hacer así tan elaborado, sino alguno un poco mucho más sencillo aquí simplemente cogemos una lista aquí ya hicimos que se llama x como para simplificarlo y aquí alguna de estas, pero más peso lo que sea como balística que sea"
539.000,549.200,es-us,0.32620,,,"I don't your"
599.000,658.200,es-us,0.77598,,,"Ah pues a ver parece eso una que otra ahí tenía justo lo que decíamos preciso datos defectuosos algo que pasa completamente en producción. Ahora miremos Juan con cuántos registros quedó el archivo de salida, eh? El archivo de salida tendría que estar ubicado aquí Ah ya lo tengo aquí a la mano bien a las Sí ahí está bien el tiempo fue el último que creó Ahora tiremos aquí y ahora te iremos este acá para verlo cierto, Sí borramos. Esto lo reemplazamos con el nuevo dato inputs tiene una pinta."
659.000,718.700,es-us,0.81641,,,"Este es un momento felices en los que el código te ejecuta la primera excelente, eh, Ahora tiramos Ahora sí, el Data Por filing. Ahora se hace el profilim bien aquí ya podemos cerrar este que es el viejo y apenas lo terminé abrimos el el nuevo y me vemos Cómo quedó la exploración Ahí está me imagino que se demora un poco más Pues porque son más datos pero incluso está libre, ya tiene una versión minimalista cuando ya son muchos datos, hay una versión en la que no la puede poner no me haga tantos cálculos. Muéstrame lo básico. Eso también se puede hacer y ahora echó el ojo bien 19. Ahora sí estamos alineados perfecto, hay 10% de las pérdidas interesante duplicados, okay."
718.900,778.100,es-us,,,,"Está diciendo que no hay duplicados Aunque yo lo dudo demasiado quizás porque no hay una ID que lo identifique Pero ahorita. Lo vemos, este es el idh, eh? De hecho lo podemos ignorar o borrar, este es el id que genera el export Cuando uno usa pandas te lo tira con una idea a no ser de que le digas que no lo tiré, pero ahí la barriendo no lo coloqué bien, así se puede borrar después o incluso en el cargue aquí ya vemos como una distribución interesante 24% de perdidos. Hay bastantes ceros esto a veces por más que te diga ceros es porque en realidad entonces no es como si fuera real, el dato es ser, no hay nada que hacer el mínimo es cero bien el máximo. Pues eh? 329,000. Creo que estará el kilometraje. Me acuerdo bien, es costo del fabricante."
