Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
0.000,59.800,es-us,0.77002,,,"Entonces bienvenidos otra sesión más gracias por la compañía acá otra vez bacano que sigamos constantes y espero que esto también sea de valor para ustedes como lo está haciendo para mí actualizaciones de lo que de lo que sucedió ya recientemente, pues la sesión anterior habíamos visto ya como el pipeline la el pre procesamiento de los datos habíamos construido los tres diferentes modelos de de entrenamiento que era usando Random Forest usando cactus y usando auto Mel que en este caso estamos usándolo con pycaret, habíamos corrido sus tres versiones con diferentes score. Si no estoy mal estado, ya ha dado como 0.90 y pico que ya de por sí era muy prometedor, Porque este este es muy pelado este este algoritmo, pues para la complejidad, que estamos manejando, quizás sea muy pelado, el de cactus, si no estima la vida había alcanzado, eh? 0.94 en"
59.000,118.000,es-us,0.83007,,,"Al cuadrado que es la métrica que me encuentra la correlación que están teniendo los datos precios con los datos reales entre más cercano sea a1 o a 100, si lo queremos ver en porcentaje mejor lo está haciendo el modelo, aunque también utilizamos otras métricas para evaluarlo, cómo puede ser el rmc? Que me dice más o menos Cuánto es la varianza y que hay en general, eh? El ma en este caso no lo estábamos usando mucho, sino estamos enfocando en los más bienes en estas dos métricas para evaluar, el comportamiento, eh? Actualizaciones el último que ya era con el auto Mel Se demoró 16 horas en entrenarse, eh? El modelo que entrenó si mal no recuerdo era un cactus también, pero con otros parámetros ya más especializados y tuvimos resultados muy buenos. Yo yo quiero mostrarles más o menos, qué fue lo que se tuvo por aquí tengo la tablita."
118.900,178.500,es-us,,,,"Qué se tuvo, eh? Se tuvo hasta una vez, pues eso estamos una vez al cuadrado de 98.55 hace una semana el que entre en esta mañana. Alcanzó el 98.97, o sea, es demasiado. Bueno, demasiado. Bueno, para lo que yo esperaba siendo eso, o sea, yo decía Okay va a funcionar bien Sí pero es que ya ha funcionado muy bien, ha sido muy increíblemente lo que funcionó, eh? Un 98 casi 99 es un muy buen resultado en un modelo de regresión, entonces E indica eso lo que hemos lo que hicimos en la preparación de datos al parecer se ajustó muy bien, ha funcionado muy bien para que haga más predicciones y lo que ven en pantalla es un poco revuelto, es más Les explico primero lo que ven aquí el listing ID es el id con el que podemos encontrar ese carro en la página acá intenté ya."
179.000,238.800,es-us,0.80522,,,"Está poniendo los intereses, no es que también se hizo en el código se intentó ya Mezclar un poco el negocio lo que esperaríamos mostrarle al negocio con lo que ya entrega el modelo porque Recuerden que el modelo Tiene todas estas transformaciones que se han hecho se han hecho todas estas transformaciones Y de pronto, Puede que sea muy difícil leer, eh? Cuando haces un guajolote, se pierde como la interpretabilidad de los datos entonces, eh? Los últimos cambios que hay ya intentaban unir esto todavía no está completo, pero ya ha intentado unir Okay después de que hagas la regresión y me tires la predicción quiero saber exactamente Con qué datos lo hiciste Pero ver los datos de negocio No ver los datos técnicos que son las transformaciones entonces para eso, Por ejemplo, se agregó este edit, que es lo primero que ven ahí que es como un nidex, que si Yo abro el detalle cada uno de los carros ese es el que aparece aquí en esta parte superior es decir, si yo llego reemplazo esto te aparece acá por el ID que"
238.900,298.600,es-us,0.79120,,,"A coger dice que no hay Déjenme ver si ya está descontinuado ya lo vendieron O sí, necesitamos este activision. Parece que sí, mala suerte vamos a escoger otro a ver cómo nos va a ver si es que yo estoy de pronto diciéndome mentiras imaginaron algunos que sí los van Ah mira este sí lo cogieron bien. Entonces, cómo se pueden dar cuenta? Hay algunos que eso va a pasar obviamente, no? Cuando lo ven después ya quieres retirar el anuncio para que no te llamen cuando está vivo todavía Pues todavía puedes ver un poco esta información que si llega a ser necesario, pues uno también en el scrap y mismo se podría bajar las fotos, se podría bajar más datos por el momento, pues lo vamos a dejar así sin mucho más, pero para que se entienda un poco esa relación, que ya podríamos tener a este es el dato predecido Este es el dato que quiero ver este es el id, que tengo que buscar busco en la página y ya tengo a nivel de negocio La interpretación completa, no para mostrarle a un cliente."
299.000,358.800,es-us,,,,"Igual al usuario final el resultado en su lenguaje, eso me parecía muy útil verlo y cuando digo que no está completo es también se pueden dar cuenta que hay unas columnas que solamente están llenas hasta hasta el 11, eso lo hice intencionalmente porque quería Mostrar algo en linkedin y quería Mostrar algo ustedes, pero desde negocio que era Como por ejemplo poder ver la marca poder ver el modelo, pero con el nombre como tal no ver el modelo, cómo aparece aquí en K que es la columna no no ver el modelo de esta manera que es cuando se le aplica el el Hash si no eres exactamente, Pues el el dato no Para eso fue que eh hice esto bueno, señor Esos hashes, sí se pueden devolver, Yo sé que hay unos que no cierto creo que no no, señor no se pueden devolver, no el Hash el Hash creo que una vez que transformas no, no lo puedes devolver. Además lo que recuerda que aquí"
359.000,417.900,es-us,,,,"Estamos haciendo colisiones Entonces no sería tan sencillo, Sí por eso mejor de hecho la idea Cuál es aquí hay otra tabla a que preciso creo que fue la que la que cierre espero a ver si la puedo abrir aquí fácilmente y se las muestro Qué es la que tiene la información de los carros de negocio negocio normal. Mira aquí está ahorita Acá Ah bueno, no se murió, pero está también tiene el ID por ejemplo Está también tiene el Disney y la idea, cuál sería, pues sencillo a través de la ID hago un merge y así de esa manera, pues sin mucho problema y sin tener que hacer inverso de Hash ni nada sé cuál es cuál esa es como la solución más sencilla, eh? Tienes el hashtag ambos en tanto cuando predices obviamente tienes que eliminarlo mientras predices y luego volverlo a unirlo, hacer alguna táctica para que no se te pierda la ID pero al final sería sencillo Cómo usar, el el ID y ya ya lo tienes de un lado y de otro y"
418.900,478.800,es-us,0.81680,,,"Esta es la información de negocio con los datos, pero quiero pues quiero que vean estos datos. Voy a hacerles aquí en la transformación de para que queden pesos le quitamos un poco estos ceros que nos sobran Para que veamos como más resultados pero no esto que una belleza, o sea, esto está brutal. Mira aquí en algunos se escacha, Sí pero en la mayoría tiende a estar muy cerca y el rmc, que se tuvo esta mañana de 2000 2500 dólares, o sea que en promedio hay una desviación tanto para arriba para abajo de 500 2,500, que pues a mí me parece relativamente muy poco, pero si se dan cuenta nuestro O sea yo yo hasta créanme que yo Hasta vi los datos y yo dije será que le estoy metiendo el precio en el entrenamiento Cómo y por eso está funcionando también no verifiqué Y si le quitamos el precio y todo sea hicimos un muy buen trabajo todavía quiero entender cómo pero se hizo muy buen trabajo y"
479.000,537.600,es-us,,,,"Si se dan cuenta los precios tienden a estar muy cerca muy cerca, o sea, hay desviaciones, sí que justamente estás desviaciones, son las que necesitamos encontrar en nuestro detector de anomalías, o sea, vamos por buen camino Entonces nada de momento un excelente trabajo, no sé si hasta ese punto alguno tiene alguna duda o o todo bien sobre lo que lo que hemos hecho sino saltamos a a redes neuronales, Vale y Recuerden que hay experiencias, señor Ese es el valor de la predicción de un modelo o el general o el mejor el mejor Esta es la del mejor, déjame aquí congeló, está View la congelamos para poderla Esta es la del mejor la del mejor modelo Sí pues porque quieres usar, no, el mejor el que mejor te te pegue al al blanco, no? Pero pues si se dan cuenta si hay variaciones en algunos."
539.000,598.200,es-us,,,,"Entonces más que otros pero en general en general bien O sea casi que la predicción sigue a rajatabla el precio, o sea, lo sigue cerca uno se desvía Entonces esto me pareció muy genial muy genial, eh? Oportunidades de mejora que eso sí, la identifiqué y no se ha incluido aquí, no se está considerando, por ejemplo la fecha en la que se publicó el cargo que eso también lo vamos a hablar en sesiones, anteriores y de hecho es la base de datos que tenemos ahorita no está entonces eso también habría que incluirlo o forzarlo incluirlo cuando se haga el Script eh, Porque porque esto puede ser importante, Pues porque vender un Mazda el día de hoy con no sé qué características, pues puede ser muy diferente a venderlo, hace 5 años o venderlo dentro de 5 años seguramente el precio ha cambiado Entonces eso sería una variable que también de pronto quisiéramos incluir en el modelo para que a través del tiempo del modelo también fuera tolerante al precio al al igual tiempo y a la inflación y a los posibles cambios del mercado."
