Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
0.000,59.400,es-us,0.80118,,,"Listo no Esto está cogiendo una forma muy bacana, entonces, eh? Primero como un recorderis, eh, Para Juan hemos esta semana estaba extrayendo más información más más información hemos terminado de construir la parte del pre-proceso en el en el repositorio, puedes encontrar el el Script que hicimos de pre procesos el Notebook con cada uno de los pasos ya súper detallado, eso está demorando en Hardware Esto me está asustando Porque no aparece lo reviso porque algo me pasó raro esta mañana y se alcanzó a estropear, no no, pero yo lo reparo porque aquí creo que también Ah no este se nos estropee Ah pero en realidad es aquí donde hicimos el proceso, sí."
59.000,118.100,es-us,,,,"lo que es acá Ese es el Notebook entonces en en este Notebook vas a encontrar todas las transformaciones que hicimos por cada uno de los features como las decisiones que tomamos a nivel de Cómo transformar estos categóricos que la mayoría de la categóricos algo numérico, que el modelo pueda entender entonces aquí como para darte una idea, Por ejemplo, Esta es la marca en la marca, nos dimos cuenta que las marcas que están muy escasas en frecuencia, entonces lo que hicimos fue colocar un show, un valor mínimo tenemos si la marca no tiene al menos Creo que eran 300 300 carros, pues la vamos a ignorar, eso es lo que lo que vamos a hacer y el filtro después de eso salía más o menos así ya solamente se dan estas marcas y luego se aplicaba algo llamado One que era para"
118.900,178.500,es-us,0.84874,,,"Transformar esas categorías en múltiples columnas Y de esa manera lo podemos transformar en un binario y aquí, por ejemplo se llama cachet pues aparecía el binario acá como un uno si no era Chevrolet aparecía el resto Zero ahí teniendo en cuenta que podíamos tener algo llamado la maldición de la dimensionalidad pero íbamos a tomar el riesgo de que funcionara así dado que teníamos mucha información que iba creciendo con el tiempo, eh? Porque estamos recolectando más y más datos Entonces esta fórmula muy interesante había otra que era muy interesante también que era work vector 5 tenemos por aquí que era transformar una categoría que era por ejemplo esta que se llama Cat hacíamos una transformación de las palabras en un espacio de tres dimensiones que era parecido a lo que hemos explicado también en sesiones anteriores."
179.000,238.700,es-us,0.80835,,,"Lo que hago es que en el espacio embebido, eh? Le doy coordenadas a esas palabras y por su cercanías empiezan a ver las relaciones Entonces por ejemplo acá se alcanza a ver la palabra full size con sub Y estos dos puntos están cerca Entonces por ejemplo, aquí también está full size, pero truck y luxures está como solito Pero entonces se intentaban ordenar de una manera en que un vector representa a esa categoría y que se relacionara con las demás categorías que fuesen parecidas Y de esa manera generamos ese patrón, eso lo logramos con un con una librería preconstruida que se llama World to vector en el código lo puedes ver y incluso la forma en la que se aplica Pero entonces hicimos con cada una de ellas una estrategia diferente, eh? Para poder hacer la transformación básicamente todo numérico como resultado."
238.900,298.600,es-us,0.78946,,,"Nos quedó que de hecho ya saben dónde me borró esto aquí esto no lo necesitamos como resultado no sabía que dado Ay si no se ve la dimensión Ah algo así Creo que era algo muy cercano a esto en ese momento eran 51 200, eh, 59 filas y 117 columnas quedaron muchas columnas, pero era porque hicimos muchas transformaciones categóricas a numéricas y se alcanzó a expandir y expandir, pero tomamos el riesgo de que teníamos suficientes datos en filas que iba creciendo con el tiempo para pues para tomar el riesgo de que no iba a haber problema de que tuviera Tantos fichos tantas características y luego cogemos este Script y lo que hicimos fue transformarlo, hemos estado Notebook el otro formamos en un Script eh, No sé así el Script no tiene nada más."
299.000,358.800,es-us,0.74887,,,"Funciones ya dedicadas a hacer las transformaciones no hay nada como muestre el Cloud o grafique lo o algo así sino ya es directamente hacer las operaciones aquí las primeras operaciones o funciones que vas a ver en el Script Son dedicadas a cada uno de los hechos en el código del Notebook también vas a ver que se crean esas funciones acá, simplemente se utilizan, eh? Y yo las suelo colocar al principio es una costumbre que tengo, eh, Para tenerlas de primera sola vista y luego hay una función principal llamada preprocess que preprocess recibe algunos argumentos de entrada que corresponden a todas las todas las operaciones de preposiciones que hacemos por ejemplo, eh? El filet, Dónde se encuentra, eh? La fuente de datos el PayPal aquí, Qué porcentaje se va a utilizar para testing, Qué porcentaje se va a utilizar para para training por acá, se tiene tres sol que un precio que tiene."
359.000,418.900,es-us,0.85206,,,"Porque habían algunos precios que eran 0 por ejemplo y pues un precio de 0 no es correcto. Sabemos que no es correcto Aquí está el traidor de la frecuencia, etcétera, etcétera, entonces acá lo que ya se hacía era utilizar todas esas operaciones hacer una limpieza primero, eh? Como para quitar cosas inválidas, eh? Cómo podría ser precios vacíos por ejemplo o algunas características que también decimos que no deberían estar vacías como el Drive train, que si está vacío, pues lo eliminamos también es porque lo podemos permitir Porque eran muy pocos. Entonces una limpieza. Luego transformaciones adicionalmente en Notebook después de las transformaciones se hacían dos pasos adicionales uno que era hacer una una interacción que es una un algoritmo que se usa para rellenar esos Campos vacíos utilizando modelos pre."
418.900,477.100,es-us,,,,"Entonces lo que hago es que ahora mi Target es ese campo vacío y con las demás características predigo Cuál es el cuál podría ser ese valor de ese campo vacío y se hace ese llenado de vacíos, eh? Posterior a eso se hace un borrado, eh? De dos labios se eliminan los sublimes para que no me generen conflicto o ruido al momento de entrenar el modelo y pues ya habíamos quedado como en la sesión anterior, eh? Digo en en la parte de proceso en la sesión anterior Ya teníamos era tenemos el preprocess tenemos el dataset listo para trabajar, empezamos a construir el pipeline que el pipeline básicamente son la secuencia de operaciones, que se ejecuta, por ejemplo, aquí se ejecuta el preprocess del pre-proceso, eh? Mando los parámetros de entrada uno que es mandatorio es la fuente de datos que es este que está acá como resultado el me retorna el"
479.000,538.500,es-us,0.83546,,,"Habla que contienen los fichos el target que eso es una lista, básicamente corresponde a cada una de las filas en la tabla la lista y tenemos Lo mismo para el test tenemos Lo mismo para eh, tanto la tabla de las características como, eh? Tarde también retornamos el modelo de imputación porque ese posiblemente cuando hagamos el diploide, lo vayamos a utilizar, lo vemos adelante y también retornamos el el modelo que se utilizó para remover los submarinos siguiente paso era entrenar entrenar el modelo y evaluar, entonces justo acá quería que hiciéramos diferentes los diferentes formas de de entrenar con diferentes algoritmos para que éramos como las bondades y desventajas de cada uno de ellos también, pero ya con un problema, digamos real entonces Acá hay un matchcase."
539.000,598.800,es-us,0.78868,,,"Que básicamente dependiendo de esta palabra clave, pues va a ejecutar algunos de estos 30 lo que lo que hice fue crear tres diferentes training uno que funciona con Random Forest otro que funcionó con cactus, que es el como un Random Forest Mega evolucionado y uno que finalmente utilizaba auto m y ahí es donde vamos ahorita listo Entonces hasta ahí, sí, pero me queda claro, me queda claro, tengo solo como una dudita, cuando te registras al backline, yo he visto la palabra y y algunas veces la considero como muy amplia, no, nosotros consideramos pipeline como desde el proceso de de limpieza de datos, O solamente desde el proceso donde ya tenemos los datos en cierto sentido limpios y los metemos a entrenarse adentro de lo que es como los relacionamos con el modelo para que se entrenen buena pregunta el piblin, eh?"
