Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
0.000,58.600,es-us,0.82831,,,"Listo chicos, entonces, eh Bienvenidos a la cuarta sesión del grupo estudio Eh bueno Ricardo sé que eres nuevo y no estoy muy seguro de nivel de de manejo del tema por lo que si llegas a tener alguna pregunta, tranquilo, interrumpa, eso en el micrófono levantas la mano cualquier cosa Vale en sesiones, anteriores, Disculpa Ah no Okay okay, está bien. Gracias, sesiones, anteriores. Habíamos logrado ver cómo funcionaba un modelo supervisado Cómo se podía interpretar el entrenamiento el ajuste que va haciendo con los datos en este caso Ya teniendo la respuesta, por eso es que se llama el modelo supervisor porque ya conocemos la respuesta al problema en el contexto, que estamos ahora Estamos trabajando con"
59.000,118.800,es-us,0.83881,,,"El ejercicio es el el de bienes raíces bienes raíces de Medellín información del 2023 donde conocemos la respuesta al problema que es el precio, por eso es que es un modelo supervisado y conocemos el resto de características de del evento que son del área, Cuántos baños tiene la ubicación etcétera, etcétera, vale? En la sesión justamente anterior habíamos, eh? Hecho un énfasis en entender cómo se manejaba los modelos lineales polinómico del modelo, eh? Logarítmico pero adicionalmente empezamos a ver conceptos como overfitting underfitting, eh? Eh, conceptos de varianza conceptos de varias para poder interpretar como medios también el performance de mi modelo poder entender Si está sobre ajusta."
118.900,178.400,es-us,0.81728,,,"Que es sobre entrenado muy especializado en algo y entendíamos que la idea era encontrar ese balance entre el bayas y el bayas encontrando ese punto de equilibrio en el que puedo tender el mínimo error y en el que el ajuste funciona de la mejor manera y nos había quedado pendientes y fue por temas de agenda Ya se nos está extendiendo la la sesión aprender sobre el modelo de que en español no estoy muy seguro, cómo sería máquinas de soporte vectorial algo así y eh? Árboles de decisión en inglés sería brainfield y Random Forest que sería bosques Random algo parecido, eh? Manejo los conceptos en inglés porque es como los van a ver en la literatura. Eso ya lo habíamos comentado en la sesión anterior y ya partiendo de ese contexto, Pues en esta sesión, vamos a enfocarnos."
179.000,238.800,es-us,0.85897,,,"En aprender y entender estos dos últimos algoritmos en poder identificar también algunos conceptos que vamos a ver en otros que te vayas más que vamos a poder ver en otros en otros algoritmos más adelante esto que hemos estado viendo como términos de Uber feed en un delfín, lo vamos a ver incluso cuando tengamos redes neuronales, incluso cuando hagamos entrenamientos, eh, No supervisados, incluso cuando hagamos generativos son términos que se van a ver a lo largo de del grupo estudio, eh? Como siempre dejo la invitación abierta para que si tienen alguna nueva idea o lo que sea intentamos hacerla aquí acuérdense que es un grupo de estudio Más allá de una clase o algo así De todas las opciones, digamos yo hablando de ideas que se pueda abrir aquí Cualquier persona puede eh, comentar y aportar?"
238.900,298.800,es-us,0.74312,,,"Tú también, entonces aquí está, es nuestra agenda la que se ve, eh, otra vez un contexto para entender Cómo funcionan los modelos, eh? El segundo punto es Cuáles modelos, podemos usar Pero esta vez la enfocamos a los modelos que acabamos de decir su personal, eh? Decisión 3 y Random Forest eh, ventajas y desventajas este lo vamos a tener que mover también a la próxima sesión porque en especial alargó un poco el la explicación a veces la inspiración llega y hay términos que valen la pena ajustar, pero vamos a ver prometo que va a estar buena esta sesión, eh? De nuevo los modelos supervisados significa que yo conozco las características del evento, es decir, conozco los pictures Ese es el término técnico y conozco el valor, que voy a decir que es el target Ese es el término técnico también me sirve para hacer como lo hemos visto la sesión anterior, eh? Predicción de precios inventarios hacer clasificaciones, eh? Incluso una aplicación que vemos."
299.000,358.200,es-us,0.80151,,,"Eso ante la sesión pasada fue que ya con tanto Death Bake y por ejemplo con noción de voz clonación de rostros en videos y demás con un modelo supervisado es posible entrenarlo para que identifique Cuáles son falsos y cuáles no, eso es un digamos un tipo de clasificación que se podría estar ahí y eso lo hacen con modelos de este tipo que son supervisados que pueden, eh? Que ya conocen la respuesta al problema, vale, eh, de nuevo para entrar en materia de cuáles son los algoritmos o los más populares El lineal polinómico, eh? Logístico superberry, digamos que quieres predecir el precio de una prenda, eh? Podría ser como en base a la marca Cómo es el color la textura, qué material se usa etcétera etcétera?"
359.000,418.800,es-us,0.74664,,,"El modelo que es el algoritmo al cual utilizamos para hacer la regresión Y eso al final me tira como salida el precio que yo previamente lo entrené con precios que yo ya conocía colocando el ejemplo otra vez de la guitarra. Eso es lo que es muy práctico con el que se puede entender imagina que intentas afinar una guitarra tocas alguna de las cuerdas y Si suena horrible, entonces ajustas un poco estos tornillitos tengo que aprenderme exactamente el nombre, eh? Para que se tensione más la cuerda vuelvas a tocar suena horrible todavía ajustas ajustas ajustas ajustes hasta que puedes tener un modelo que te entrega ese ese sonido que esperas con la entrada que la acabas de ingresar, vale? Así es como se llaman clavijas Gracias clavijas clavijas, se ajustan las clavijas y vas tocando hasta que ya tienes el sonido sea es una idea muy parecida con la que con la que"
418.900,478.900,es-us,0.83015,,,"Manejamos aquí en su gestión anteriores también habíamos comprendido porque era un Por qué este tipo de herramientas me refiero como a Machine learning, eh? Resolver problemas, que la programación convencional no resuelve y Y es de pronto por la complejidad del problema, eh? La hemos la hemos comentado con identificar, por ejemplo, la imagen de una vaca, que sí, tengo que crear un programa con instrucciones fijas que me identifican la vaca puesto que si le tiene cachos Y entonces hay una condición que dice no todas y otra dice, eh? Algunas son blancas con negro Pero hay otras que son grises, hay otras que son cafés esas me tocaría escribir todas esas reglas para poder identificar que es una vaca y que no y eso llevaría mucho tiempo mucho esfuerzo y posiblemente no entregue el resultado sea mientras como schim learning, le puedes enseñar lo que es una vaca y él a través de de los ejemplos."
479.000,537.800,es-us,,,,"Que que se le mostraron fue identificar lo que es una vaca y lo que no es una vaca, cómo lo hace, No lo sabemos, pero lo hace Cuando digo, no lo sabemos, es que al final es una caja negra que tiene la configuración en este caso imagina que no sabemos En qué valores quedó ajustado las clavijas de la guitarra Pero sabemos que suena bien es una idea parecida Entonces ya tenemos el contexto, eh? Saltemos al primer algoritmo que nos queda pendiente que era Support to Machine eh Recuerda que estos son algoritmos. Al final son operaciones Matemáticas pero vamos a intentar simplificar para que se pueda entender cómo funciona en este caso en el caso es personales, no lo vamos a aplicar directamente a regresión, sino vamos a entenderlo a través de la clasificación Por qué Porque se usan más frecuentemente para la clasificación y desde la calcificación y su comportamiento la que clasificación se puede entender también Cómo funciona la regresión, qué es lo que vamos a ver al final?"
539.000,598.500,es-us,0.77417,,,"Tras excepcional la regla por lo que creo que es más sencillo entender en la imagen que ven a la derecha, eh? Van a ver que hay dos grupos digamos que ponle tú hombres mujeres puedes colocarle el contexto que quieras, eh, Y lo que nosotros intentamos hacer es a través de un plano que en este caso el plano es una línea intentamos separarnos, intentamos encontrar cuál es ese plano que va a dividirlos y que me va a entregar el menor error posible Recuerden que la forma en la que se entrenan los modelos es a través de ese feedback, que se le va dando de qué tan mal o qué tan equivocado estás? Lo vimos en el modelo de regresión también y colocando el ejemplo de La guitarra es Sí suena muy horrible, posiblemente tenga que ajustar más fuerte las clavijas para que empiece a sonar mejor Pero a medida, que voy acercándome al valor deseado ya no ajusto tan duro, sino ajusto más suave, porque el error es menor Entonces es la misma idea acá acá Cuando haces un modelo de clasificación."
599.000,658.700,es-us,0.87856,,,"Es que esos dos grupos queden separados, lo mejor posible ese sería el concepto Ese es una clasificación binaria, entonces tú estarías intentando encontrar ese plano, esa línea que me divide lo mejor posible estos dos grupos y ahí se pueden dar cuenta, eh, En este caso, no incluí las fórmulas las matemáticas, Porque aquí. Sí es un poco más denso y para una introducción me parecía un poco pesado las demás eras más fáciles de entender, pero está sí, requieren un poco de de ejercicio, eh? Más profundo para entender, pero a nivel conceptual a nivel de cómo se interpreta quieres separar estos dos grupos con una carretera ponle quieres separar los dos pueblos con la carretera, déjame salta los siguientes light, Así es como se vería, eh? En términos de la carretera que les comentaba para hacerlo como como de una forma más entendible."
659.000,717.900,es-us,0.78765,,,"Construir una carretera que me separé lo mejor posible estos dos grupos lo mejor posible estos dos grupos entonces Tú empiezas colocando la carretera en cualquier lado que es así como funcionan los modelos de Machine learning comenzando una forma Random y posiblemente cuando ya calculas el error empiezas a darte cuenta Uf no están tan bien distanciados Así es como se ve al principio sí, eh? Si lo vemos a mano derecha se coloca en una posición completamente aleatoria, calcúlalo el error que tiene en la división es decir con cada uno de los puntos que se encuentran en el dataset el Calcula qué tan qué tan separado estás respecto al otro y empieza a ajustar empieza a ajustar hasta que tiene una carretera que separa de la mejor manera estos dos valores Entonces cómo lo hace si se dan cuenta aquí en el resultado final él solamente se soporta sobre ponle tú"
718.900,778.600,es-us,,,,"O tres instancias instancias me refiero a un punto en el plan que viene siendo en el azul en la parte de abajo, se se se se se se se soporta sobre este acá de hecho. Espera no estoy seguro de su equipo pintar con esta aplicación creo que sí, dejé de compartir, No Ahí está. Sí, listo aquí en este de acá. Si se dan cuenta, se soporta sobre este de acá y ese es el que se denomina el vector de soporte que viene siendo la instancia, que es la que está más cercana a la carretera, el resto c. Quique lo más alejadas posibles y sucede lo mismo del otro lado tengo estas instancias que son estas dos de acá, que están lo más cercana a la carretera que incluso tocan la carretera ponle tú y alcanzan a separar en lo más posible mis dos grupos, el resto de de instancias, si se dan cuenta, están lo más alejadas posible lo"
779.000,838.500,es-us,0.79045,,,"Haz posible, ni siquiera se tocan con la carretera y es porque el error máximo que que encontré o el perdón, el error mínimo que encontré fue cuando puse la carretera en esta posición y él va haciendo el ajuste como siempre el mueve los pesos en este caso movemos las clavijas de la guitarra. Volvemos a tocar nos damos cuenta que todavía suena horrible En este caso nos damos cuenta que están todavía mal separados porque podrían estar mejor y empiezo a ajustar el plan empieza a ajustar el plan aquí uno podría pensar que esto se parece mucho al al a la regresión lineal, pero tiene sus diferencias bastante fuertes y lo vamos a ver, eh. Los bordes de la carretera se llaman márgenes Esos son los que van a separar máximo mi mi grupo y como les comentaba, eh? En los puntos en los que se apoya se llaman vectores de soporte que en este caso vendría siendo este azul de acá y vendría siendo estos dos, eh? Amarillos listo saltemos a la siguiente."
838.900,898.900,es-us,0.85340,,,"Hay algunos casos en los que los conjuntos de datos no se encuentran también separados como uno desearía no se encuentran finamente separados, sino que alcanzan a estar un poco revueltos Y eso es de lo más de normal en un conjunto de datos, Eh entonces hay dos formas también de aplicar, eh? El super vector Machine que es quien es un hard, margin, que es Tengo este esta carretera y absolutamente nadie puede pasar de un lado a otro y también se me olvidó comentar también la idea, es que la carretera quede lo más ancha posible de esa manera. Estoy forzando a que los grupos queden con Esa visión. Lo más lo más ajustado posible y a mano derecha, vemos que está el soft marlin, que acepto que estés que estés con algunos como combinados, pero aún así, eh? Es solamente como un grado."
